Ne	alpha	l	Q	u01	u10	v	P_0	P_1	frac
100	1	1	0.4	5e-10	1.5e-09	0.033768346	2.682054412	0.036227417	0.013327322
100	1	1	0.6	1e-09	1e-09	0.057346309	2.627862886	0.090418943	0.03326327
100	1	1	0.6	1.5e-09	5e-10	0.087797666	2.582252389	0.13602944	0.050042434
100	1	1	0.6	5e-10	1.5e-09	0.028096598	2.673216848	0.04506498	0.01657848
100	1	1	0.8	1e-09	1e-09	0.047281288	2.619210126	0.099071702	0.036446442
100	1	1	0.8	1.5e-09	5e-10	0.072955456	2.568379964	0.149901865	0.055145814
100	1	1	0.8	5e-10	1.5e-09	0.022988216	2.669193824	0.049088004	0.018058468
100	1	1	1	1e-09	1e-09	0.038477391	2.617564766	0.100717063	0.037051737
100	1	1	1	1.5e-09	5e-10	0.059842869	2.564797017	0.153484811	0.056463907
100	1	1	1	5e-10	1.5e-09	0.018563603	2.668740391	0.049541438	0.018225276
100	1	1	1.2	1e-09	1e-09	0.030992022	2.620812688	0.09746914	0.035856893
100	1	1	1.2	1.5e-09	5e-10	0.048584097	2.568533946	0.149747882	0.055089167
100	1	1	1.2	5e-10	1.5e-09	0.014837748	2.670728708	0.04755312	0.017493815
100	1	1	1.4	1e-09	1e-09	0.024763062	2.627201261	0.091080568	0.033506668
100	1	1	1.4	1.5e-09	5e-10	0.039124937	2.577120291	0.141161538	0.051930428
100	1	1	1.4	5e-10	1.5e-09	0.011766175	2.674230184	0.044051645	0.016205695
100	1	1	1.6	1e-09	1e-09	0.019664994	2.635362797	0.082919032	0.030504207
100	1	1	1.6	1.5e-09	5e-10	0.031310885	2.588599675	0.129682153	0.047707398
100	1	1	1.6	5e-10	1.5e-09	0.009274885	2.678532892	0.039748937	0.014622817
100	1	1	1.8	1e-09	1e-09	0.015545907	2.644287699	0.07399413	0.027220919
100	1	1	1.8	1.5e-09	5e-10	0.024940424	2.601493594	0.116788234	0.04296399
100	1	1	1.8	5e-10	1.5e-09	0.00727943	2.683124913	0.035156916	0.012933506
100	1	1	2	1e-09	1e-09	0.012250687	2.653272996	0.065008833	0.023915413
100	1	1	2	1.5e-09	5e-10	0.019799789	2.614739255	0.103542573	0.038091184
100	1	1	2	5e-10	1.5e-09	0.005696367	2.68766201	0.030619819	0.011264402
100	1	2	0.2	1e-09	1e-09	0.085424549	2.672620351	0.045661478	0.016797919
100	1	2	0.2	1.5e-09	5e-10	0.12848135	2.650182036	0.068099793	0.025052514
100	1	2	0.2	5e-10	1.5e-09	0.04259867	2.695318432	0.022963396	0.008447761
100	1	2	0.4	1e-09	1e-09	0.079812264	2.634185698	0.08409613	0.030937237
100	1	2	0.4	1.5e-09	5e-10	0.120388173	2.593396139	0.124885689	0.045942878
100	1	2	0.4	5e-10	1.5e-09	0.039686712	2.675804279	0.04247755	0.015626617
100	1	2	0.6	1e-09	1e-09	0.074040109	2.602661044	0.115620785	0.04253451
100	1	2	0.6	1.5e-09	5e-10	0.112032653	2.547068897	0.171212931	0.062985717
100	1	2	0.6	5e-10	1.5e-09	0.036702869	2.659710426	0.058571402	0.021547215
100	1	2	0.8	1e-09	1e-09	0.06827645	2.577496007	0.140785822	0.05179221
100	1	2	0.8	1.5e-09	5e-10	0.103660717	2.510121069	0.20816076	0.076578064
100	1	2	0.8	5e-10	1.5e-09	0.033733292	2.646852199	0.071429629	0.026277492
100	1	2	1	1e-09	1e-09	0.062639009	2.558048223	0.160233606	0.058946649
100	1	2	1	1.5e-09	5e-10	0.095442852	2.481445585	0.236836243	0.087127185
100	1	2	1	5e-10	1.5e-09	0.030838821	2.636961058	0.08132077	0.02991624
100	1	2	1.2	1e-09	1e-09	0.05720957	2.543656066	0.174625762	0.064241228
100	1	2	1.2	1.5e-09	5e-10	0.087497621	2.459989912	0.258291917	0.095020286
100	1	2	1.2	5e-10	1.5e-09	0.028061687	2.629728294	0.088553534	0.032577025
100	1	2	1.4	1e-09	1e-09	0.052043618	2.533675532	0.184606297	0.067912861
100	1	2	1.4	1.5e-09	5e-10	0.079906441	2.444786018	0.273495811	0.100613486
100	1	2	1.4	5e-10	1.5e-09	0.025430166	2.624831953	0.093449876	0.034378288
100	1	2	1.6	1e-09	1e-09	0.04717693	2.52749844	0.190783388	0.070185286
100	1	2	1.6	1.5e-09	5e-10	0.072723273	2.434956964	0.283324865	0.104229393
100	1	2	1.6	5e-10	1.5e-09	0.022961939	2.621953606	0.096328223	0.035437173
100	1	2	1.8	1e-09	1e-09	0.042630279	2.524560906	0.193720923	0.071265945
100	1	2	1.8	1.5e-09	5e-10	0.065981262	2.429713781	0.288568048	0.106158252
100	1	2	1.8	5e-10	1.5e-09	0.020666602	2.62078879	0.097493038	0.035865684
100	1	2	2	1e-09	1e-09	0.038412928	2.52434673	0.193935099	0.071344736
100	1	2	2	1.5e-09	5e-10	0.059697516	2.428349021	0.289932808	0.106660319
100	1	2	2	5e-10	1.5e-09	0.018547587	2.621053398	0.09722843	0.035768341
100	1	3	0.2	1e-09	1e-09	0.087207128	2.671683853	0.046597975	0.017142437
100	1	3	0.2	1.5e-09	5e-10	0.131034396	2.648863385	0.069418443	0.025537618
100	1	3	0.2	5e-10	1.5e-09	0.043530034	2.694820701	0.023461127	0.008630866
100	1	3	0.4	1e-09	1e-09	0.083543146	2.630381684	0.087900145	0.032336656
100	1	3	0.4	1.5e-09	5e-10	0.125744722	2.588105582	0.130176247	0.047889165
100	1	3	0.4	5e-10	1.5e-09	0.041631587	2.673756734	0.044525095	0.016379867
100	1	3	0.6	1e-09	1e-09	0.079740495	2.59416579	0.124116038	0.045659739
100	1	3	0.6	1.5e-09	5e-10	0.120236967	2.535374393	0.182907436	0.067287885
100	1	3	0.6	5e-10	1.5e-09	0.039667627	2.655089176	0.063192652	0.023247278
100	1	3	0.8	1e-09	1e-09	0.075872175	2.562729914	0.155551914	0.057224351
100	1	3	0.8	1.5e-09	5e-10	0.11462281	2.489957123	0.228324705	0.083995965
100	1	3	0.8	5e-10	1.5e-09	0.037673508	2.638752963	0.079528865	0.029257035
100	1	3	1	1e-09	1e-09	0.071993332	2.535726433	0.182555396	0.067158377
100	1	3	1	1.5e-09	5e-10	0.108984577	2.451144843	0.267136985	0.098274205
100	1	3	1	5e-10	1.5e-09	0.035676762	2.624643061	0.093638767	0.034447777
100	1	3	1.2	1e-09	1e-09	0.068145985	2.512797366	0.205484462	0.075593509
100	1	3	1.2	1.5e-09	5e-10	0.103383766	2.418269997	0.300011831	0.110368185
100	1	3	1.2	5e-10	1.5e-09	0.033698873	2.612630582	0.105651246	0.038866922
100	1	3	1.4	1e-09	1e-09	0.064362292	2.493591278	0.224690551	0.082659034
100	1	3	1.4	1.5e-09	5e-10	0.097866741	2.390720934	0.327560894	0.120502919
100	1	3	1.4	5e-10	1.5e-09	0.031756573	2.602573488	0.115708341	0.04256672
100	1	3	1.6	1e-09	1e-09	0.06066686	2.477771994	0.240509835	0.088478624
100	1	3	1.6	1.5e-09	5e-10	0.092468634	2.36794483	0.350336999	0.128881779
100	1	3	1.6	5e-10	1.5e-09	0.029862811	2.594323748	0.12395808	0.045601629
100	1	3	1.8	1e-09	1e-09	0.057078402	2.465022632	0.253259196	0.093168851
100	1	3	1.8	1.5e-09	5e-10	0.087216048	2.349445063	0.368836765	0.135687463
100	1	3	1.8	5e-10	1.5e-09	0.028027481	2.587732124	0.130549705	0.048026552
100	1	3	2	1e-09	1e-09	0.053610956	2.455046996	0.263234833	0.096838683
100	1	3	2	1.5e-09	5e-10	0.08212899	2.334776206	0.383505623	0.141083834
100	1	3	2	5e-10	1.5e-09	0.026257986	2.582651382	0.135630446	0.049895653
100	1	4	0.2	1e-09	1e-09	0.088082605	2.671224152	0.047057676	0.017311552
100	1	4	0.2	1.5e-09	5e-10	0.132288955	2.648215886	0.070065942	0.02577582
100	1	4	0.2	5e-10	1.5e-09	0.043987175	2.694576467	0.023705361	0.008720715
100	1	4	0.4	1e-09	1e-09	0.085371664	2.628521333	0.089760496	0.033021041
100	1	4	0.4	1.5e-09	5e-10	0.128370456	2.585520072	0.132761756	0.048840321
100	1	4	0.4	5e-10	1.5e-09	0.042584538	2.67275462	0.045527209	0.016748524
100	1	4	0.6	1e-09	1e-09	0.082554127	2.589993059	0.128288769	0.047194801
100	1	4	0.6	1.5e-09	5e-10	0.124282972	2.529646628	0.1886352	0.069395012
100	1	4	0.6	5e-10	1.5e-09	0.041132254	2.652812143	0.065469686	0.024084951
100	1	4	0.8	1e-09	1e-09	0.079670556	2.555409135	0.162872694	0.059917516
100	1	4	0.8	1.5e-09	5e-10	0.120091512	2.480018493	0.238263336	0.087652183
100	1	4	0.8	5e-10	1.5e-09	0.039648787	2.634711342	0.083570486	0.030743864
100	1	4	1	1e-09	1e-09	0.076752727	2.524518174	0.193763654	0.071281665
100	1	4	1	1.5e-09	5e-10	0.115845577	2.436073489	0.282208339	0.103818646
100	1	4	1	5e-10	1.5e-09	0.038149146	2.618392396	0.099889433	0.036747269
100	1	4	1.2	1e-09	1e-09	0.073825746	2.497064637	0.221217192	0.081381257
100	1	4	1.2	1.5e-09	5e-10	0.111583298	2.397285412	0.320996416	0.118087982
100	1	4	1.2	5e-10	1.5e-09	0.036645588	2.603781311	0.114500518	0.042122386
100	1	4	1.4	1e-09	1e-09	0.070909596	2.472798617	0.245483212	0.090308227
100	1	4	1.4	1.5e-09	5e-10	0.107334336	2.363172463	0.355109366	0.130637435
100	1	4	1.4	5e-10	1.5e-09	0.035148154	2.590795478	0.127486351	0.046899607
100	1	4	1.6	1e-09	1e-09	0.068020264	2.451481193	0.266800636	0.098150469
100	1	4	1.6	1.5e-09	5e-10	0.103121938	2.333298934	0.384982894	0.141627292
100	1	4	1.6	5e-10	1.5e-09	0.033665078	2.57934753	0.138934299	0.051111072
100	1	4	1.8	1e-09	1e-09	0.065170578	2.432887048	0.28539478	0.104990872
100	1	4	1.8	1.5e-09	5e-10	0.098964438	2.307273402	0.411008427	0.15120155
100	1	4	1.8	5e-10	1.5e-09	0.032203109	2.569348037	0.148933792	0.05478968
100	1	4	2	1e-09	1e-09	0.062370845	2.416805435	0.301476393	0.110906967
100	1	4	2	1.5e-09	5e-10	0.094876345	2.284745269	0.433536559	0.159489187
100	1	4	2	5e-10	1.5e-09	0.030767761	2.560707365	0.157574464	0.057968406
100	1	5	0.2	1e-09	1e-09	0.088602303	2.67095134	0.047330488	0.017411914
100	1	5	0.2	1.5e-09	5e-10	0.133034048	2.647831481	0.070450348	0.025917235
100	1	5	0.2	5e-10	1.5e-09	0.044258392	2.694431586	0.023850242	0.008774014
100	1	5	0.4	1e-09	1e-09	0.086453461	2.62742194	0.090859889	0.033425485
100	1	5	0.4	1.5e-09	5e-10	0.129925004	2.583991772	0.134290056	0.049402551
100	1	5	0.4	5e-10	1.5e-09	0.043147868	2.672162581	0.046119247	0.016966323
100	1	5	0.6	1e-09	1e-09	0.084220746	2.58752772	0.130754108	0.048101748
100	1	5	0.6	1.5e-09	5e-10	0.126680979	2.526264066	0.192017763	0.070639387
100	1	5	0.6	5e-10	1.5e-09	0.041999194	2.651466163	0.066815665	0.02458011
100	1	5	0.8	1e-09	1e-09	0.081930117	2.551073996	0.167207833	0.061512324
100	1	5	0.8	1.5e-09	5e-10	0.123345258	2.474142803	0.244139026	0.089813728
100	1	5	0.8	5e-10	1.5e-09	0.040823532	2.632313559	0.085968269	0.031625959
100	1	5	1	1e-09	1e-09	0.079602398	2.517854568	0.20042726	0.073733069
100	1	5	1	1.5e-09	5e-10	0.119951567	2.427142305	0.291139524	0.107104245
100	1	5	1	5e-10	1.5e-09	0.039630188	2.614662271	0.103619557	0.038119505
100	1	5	1.2	1e-09	1e-09	0.077254414	2.487662351	0.230619477	0.084840164
100	1	5	1.2	1.5e-09	5e-10	0.116526438	2.384809765	0.333472063	0.122677516
100	1	5	1.2	5e-10	1.5e-09	0.038426959	2.598460698	0.119821131	0.044079731
100	1	5	1.4	1e-09	1e-09	0.074899856	2.460295716	0.257986113	0.094907787
100	1	5	1.4	1.5e-09	5e-10	0.113090917	2.346730381	0.371551448	0.136686139
100	1	5	1.4	5e-10	1.5e-09	0.037220401	2.583651467	0.134630361	0.049527742
100	1	5	1.6	1e-09	1e-09	0.072549921	2.435562089	0.28271974	0.10400678
100	1	5	1.6	1.5e-09	5e-10	0.109661827	2.312528133	0.405753695	0.149268443
100	1	5	1.6	5e-10	1.5e-09	0.036016043	2.57017384	0.148107988	0.054485884
100	1	5	1.8	1e-09	1e-09	0.070213813	2.413279791	0.305002037	0.112203979
100	1	5	1.8	1.5e-09	5e-10	0.106252689	2.281864246	0.436417583	0.160549056
100	1	5	1.8	5e-10	1.5e-09	0.034818558	2.557965425	0.160316404	0.058977109
100	1	5	2	1e-09	1e-09	0.067899118	2.393278789	0.32500304	0.119561937
100	1	5	2	1.5e-09	5e-10	0.10287443	2.2544345	0.463847329	0.170639896
100	1	5	2	5e-10	1.5e-09	0.033631898	2.546963404	0.171318424	0.063024526
100	1	6	0.2	1e-09	1e-09	0.088946315	2.670770785	0.047511044	0.017478336
100	1	6	0.2	1.5e-09	5e-10	0.133527449	2.647576988	0.07070484	0.026010857
100	1	6	0.2	5e-10	1.5e-09	0.044437846	2.694335733	0.023946095	0.008809276
100	1	6	0.4	1e-09	1e-09	0.087167431	2.626696862	0.091584967	0.033692226
100	1	6	0.4	1.5e-09	5e-10	0.130951706	2.582983396	0.135298433	0.049773512
100	1	6	0.4	5e-10	1.5e-09	0.043519354	2.671772307	0.046509522	0.017109897
100	1	6	0.6	1e-09	1e-09	0.08532039	2.585903645	0.132378184	0.048699212
100	1	6	0.6	1.5e-09	5e-10	0.128264563	2.524035261	0.194246568	0.071459319
100	1	6	0.6	5e-10	1.5e-09	0.042570624	2.650579729	0.0677021	0.024906211
100	1	6	0.8	1e-09	1e-09	0.083423356	2.548217166	0.170064662	0.062563293
100	1	6	0.8	1.5e-09	5e-10	0.125497329	2.470271816	0.248010013	0.091237785
100	1	6	0.8	5e-10	1.5e-09	0.041599081	2.630732969	0.087548859	0.032207425
100	1	6	1	1e-09	1e-09	0.081491156	2.513457289	0.20482454	0.075350737
100	1	6	1	1.5e-09	5e-10	0.122674828	2.421254811	0.297027018	0.109270133
100	1	6	1	5e-10	1.5e-09	0.040611025	2.612197797	0.106084031	0.039026134
100	1	6	1.2	1e-09	1e-09	0.079535969	2.48144488	0.236836948	0.087127444
100	1	6	1.2	1.5e-09	5e-10	0.119816908	2.376576912	0.341704916	0.125706214
100	1	6	1.2	5e-10	1.5e-09	0.039611827	2.594933749	0.12334808	0.045377223
100	1	6	1.4	1e-09	1e-09	0.077567858	2.45200621	0.266275619	0.097957326
100	1	6	1.4	1.5e-09	5e-10	0.116939555	2.335864835	0.382416993	0.14068335
100	1	6	1.4	5e-10	1.5e-09	0.038606077	2.578896329	0.139385499	0.05127706
100	1	6	1.6	1e-09	1e-09	0.075595182	2.424975488	0.29330634	0.107901373
100	1	6	1.6	1.5e-09	5e-10	0.114055731	2.29877947	0.419502358	0.154326293
100	1	6	1.6	5e-10	1.5e-09	0.037597717	2.564038631	0.154243198	0.056742901
100	1	6	1.8	1e-09	1e-09	0.073624911	2.400196211	0.318085617	0.117017159
100	1	6	1.8	1.5e-09	5e-10	0.111176	2.265014395	0.453267434	0.16674777
100	1	6	1.8	5e-10	1.5e-09	0.036590134	2.550312528	0.1679693	0.061792452
100	1	6	2	1e-09	1e-09	0.071662882	2.377521711	0.340760117	0.125358641
100	1	6	2	1.5e-09	5e-10	0.108309015	2.23429356	0.483988268	0.178049334
100	1	6	2	5e-10	1.5e-09	0.035586251	2.53766954	0.180612289	0.066443548
100	1	7	0.2	1e-09	1e-09	0.089190795	2.670642483	0.047639345	0.017525536
100	1	7	0.2	1.5e-09	5e-10	0.133878203	2.647396102	0.070885727	0.026077402
100	1	7	0.2	5e-10	1.5e-09	0.044565336	2.69426764	0.024014188	0.008834326
100	1	7	0.4	1e-09	1e-09	0.087673595	2.626183064	0.092098764	0.033881242
100	1	7	0.4	1.5e-09	5e-10	0.131680028	2.58226855	0.136013278	0.050036489
100	1	7	0.4	5e-10	1.5e-09	0.043782528	2.671495891	0.046785937	0.017211584
100	1	7	0.6	1e-09	1e-09	0.086099449	2.584754277	0.133527551	0.049122041
100	1	7	0.6	1.5e-09	5e-10	0.129387434	2.522457264	0.195824564	0.072039831
100	1	7	0.6	5e-10	1.5e-09	0.042975054	2.649952713	0.068329116	0.025136877
100	1	7	0.8	1e-09	1e-09	0.084481864	2.546195925	0.172085903	0.063306866
100	1	7	0.8	1.5e-09	5e-10	0.127024366	2.467532433	0.250749395	0.092245547
100	1	7	0.8	5e-10	1.5e-09	0.042148194	2.62961501	0.088666819	0.0326187
100	1	7	1	1e-09	1e-09	0.08283202	2.510344891	0.207936938	0.076495724
100	1	7	1	1.5e-09	5e-10	0.124610074	2.417088278	0.30119355	0.110802915
100	1	7	1	5e-10	1.5e-09	0.04130649	2.61045317	0.107828659	0.039667947
100	1	7	1.2	1e-09	1e-09	0.081159213	2.477040263	0.241241565	0.088747812
100	1	7	1.2	1.5e-09	5e-10	0.122160154	2.370748611	0.347533217	0.127850326
100	1	7	1.2	5e-10	1.5e-09	0.040453861	2.592433113	0.125848716	0.046297155
100	1	7	1.4	1e-09	1e-09	0.079471223	2.446126498	0.272155331	0.100120351
100	1	7	1.4	1.5e-09	5e-10	0.119687315	2.328168668	0.39011316	0.143514611
100	1	7	1.4	5e-10	1.5e-09	0.0395937	2.575517834	0.142763994	0.052519938
100	1	7	1.6	1e-09	1e-09	0.077774586	2.417455294	0.300826534	0.110667897
100	1	7	1.6	1.5e-09	5e-10	0.117201987	2.289034755	0.429247073	0.157911173
100	1	7	1.6	5e-10	1.5e-09	0.038728954	2.559668569	0.158613259	0.058350557
100	1	7	1.8	1e-09	1e-09	0.076074813	2.390886581	0.327395247	0.120441981
100	1	7	1.8	1.5e-09	5e-10	0.114712762	2.253062738	0.46521909	0.171144539
100	1	7	1.8	5e-10	1.5e-09	0.037862188	2.544845662	0.173436167	0.0638036
100	1	7	2	1e-09	1e-09	0.074376572	2.366288912	0.351992917	0.129490958
100	1	7	2	1.5e-09	5e-10	0.112226757	2.21999594	0.498285889	0.183309134
100	1	7	2	5e-10	1.5e-09	0.036995643	2.531009205	0.187272624	0.068893748
100	1	8	0.2	1e-09	1e-09	0.089373462	2.670546629	0.047735199	0.017560799
100	1	8	0.2	1.5e-09	5e-10	0.134140336	2.647260934	0.071020894	0.026127127
100	1	8	0.2	5e-10	1.5e-09	0.044660565	2.69421678	0.024065049	0.008853037
100	1	8	0.4	1e-09	1e-09	0.088051026	2.625800072	0.092481756	0.034022137
100	1	8	0.4	1.5e-09	5e-10	0.132223399	2.581735492	0.136546337	0.05023259
100	1	8	0.4	5e-10	1.5e-09	0.043978649	2.67128994	0.046991889	0.01728735
100	1	8	0.6	1e-09	1e-09	0.08667993	2.583898542	0.134383287	0.049436848
100	1	8	0.6	1.5e-09	5e-10	0.130224737	2.521281867	0.196999961	0.072472236
100	1	8	0.6	5e-10	1.5e-09	0.04327612	2.64948614	0.068795688	0.025308519
100	1	8	0.8	1e-09	1e-09	0.08527067	2.54469177	0.173590058	0.063860214
100	1	8	0.8	1.5e-09	5e-10	0.128163411	2.465493031	0.252788797	0.092995802
100	1	8	0.8	5e-10	1.5e-09	0.042556924	2.628783478	0.08949835	0.032924603
100	1	8	1	1e-09	1e-09	0.083832028	2.508028696	0.210253133	0.077347805
100	1	8	1	1.5e-09	5e-10	0.126054919	2.413986905	0.304294924	0.111943846
100	1	8	1	5e-10	1.5e-09	0.041824489	2.609155244	0.109126584	0.040145427
100	1	8	1.2	1e-09	1e-09	0.082371389	2.473761249	0.244520579	0.089954094
100	1	8	1.2	1.5e-09	5e-10	0.123911951	2.366410045	0.351871783	0.129446395
100	1	8	1.2	5e-10	1.5e-09	0.041081803	2.590571415	0.127710414	0.046982036
100	1	8	1.4	1e-09	1e-09	0.080894987	2.441746729	0.276535099	0.101731578
100	1	8	1.4	1.5e-09	5e-10	0.121744956	2.322438574	0.395843255	0.145622595
100	1	8	1.4	5e-10	1.5e-09	0.040331478	2.572999789	0.14528204	0.053446276
100	1	8	1.6	1e-09	1e-09	0.079408114	2.411849194	0.306432634	0.112730266
100	1	8	1.6	1.5e-09	5e-10	0.119562585	2.281777486	0.436504342	0.160580973
100	1	8	1.6	5e-10	1.5e-09	0.039575805	2.556406853	0.161874975	0.059550475
100	1	8	1.8	1e-09	1e-09	0.077915272	2.3839402	0.334341628	0.122997411
100	1	8	1.8	1.5e-09	5e-10	0.117372035	2.244159094	0.474122735	0.174420007
100	1	8	1.8	5e-10	1.5e-09	0.038816795	2.540758448	0.177523381	0.065307202
100	1	8	2	1e-09	1e-09	0.076420308	2.357899081	0.360382747	0.132577404
100	1	8	2	1.5e-09	5e-10	0.115179319	2.209341038	0.508940791	0.187228854
100	1	8	2	5e-10	1.5e-09	0.03805622	2.526020262	0.192261566	0.070729077
100	1	9	0.2	1e-09	1e-09	0.089515117	2.6704723	0.047809528	0.017588142
100	1	9	0.2	1.5e-09	5e-10	0.134343656	2.647156103	0.071125726	0.026165692
100	1	9	0.2	5e-10	1.5e-09	0.044734398	2.694177348	0.02410448	0.008867543
100	1	9	0.4	1e-09	1e-09	0.088343237	2.625503633	0.092778195	0.034131191
100	1	9	0.4	1.5e-09	5e-10	0.132644269	2.58132276	0.136959069	0.050384426
100	1	9	0.4	5e-10	1.5e-09	0.044130409	2.671130594	0.047151235	0.01734597
100	1	9	0.6	1e-09	1e-09	0.087129016	2.583236895	0.135044934	0.049680255
100	1	9	0.6	1.5e-09	5e-10	0.130872954	2.52037266	0.197909169	0.072806714
100	1	9	0.6	5e-10	1.5e-09	0.043508849	2.649125585	0.069156243	0.02544116
100	1	9	0.8	1e-09	1e-09	0.085880887	2.543529381	0.174752448	0.064287833
100	1	9	0.8	1.5e-09	5e-10	0.129045346	2.463916285	0.254365543	0.093575854
100	1	9	0.8	5e-10	1.5e-09	0.042872778	2.628141255	0.090140574	0.033160864
100	1	9	1	1e-09	1e-09	0.084605969	2.506239046	0.212042782	0.07800618
100	1	9	1	1.5e-09	5e-10	0.127174282	2.411589646	0.306692182	0.112825749
100	1	9	1	5e-10	1.5e-09	0.042224878	2.60815289	0.110128939	0.040514172
100	1	9	1.2	1e-09	1e-09	0.083310299	2.471227395	0.247054433	0.090886247
100	1	9	1.2	1.5e-09	5e-10	0.125270365	2.363056664	0.355225165	0.130680035
100	1	9	1.2	5e-10	1.5e-09	0.041567506	2.589133253	0.129148575	0.047511106
100	1	9	1.4	1e-09	1e-09	0.081999021	2.438361295	0.279920534	0.102977009
100	1	9	1.4	1.5e-09	5e-10	0.123342398	2.318009447	0.400272381	0.14725198
100	1	9	1.4	5e-10	1.5e-09	0.040902738	2.571053452	0.147228377	0.054162293
100	1	9	1.6	1e-09	1e-09	0.080676529	2.407514027	0.310767801	0.114325085
100	1	9	1.6	1.5e-09	5e-10	0.12139773	2.27616735	0.442114478	0.162644827
100	1	9	1.6	5e-10	1.5e-09	0.040232408	2.553883609	0.16439822	0.060478725
100	1	9	1.8	1e-09	1e-09	0.079346597	2.37856584	0.339715988	0.124974528
100	1	9	1.8	1.5e-09	5e-10	0.119442521	2.237275371	0.481006457	0.176952387
100	1	9	1.8	5e-10	1.5e-09	0.039558138	2.537593383	0.180688445	0.066471564
100	1	9	2	1e-09	1e-09	0.078012467	2.351404151	0.366877678	0.134966755
100	1	9	2	1.5e-09	5e-10	0.117481954	2.201102242	0.517179586	0.190259737
100	1	9	2	5e-10	1.5e-09	0.038881369	2.522152355	0.196129474	0.072152001
100	1	10	0.2	1e-09	1e-09	0.089628174	2.670412981	0.047868848	0.017609965
100	1	10	0.2	1.5e-09	5e-10	0.134505955	2.647072427	0.071209401	0.026196475
100	1	10	0.2	5e-10	1.5e-09	0.044793315	2.694145884	0.024135945	0.008879118
100	1	10	0.4	1e-09	1e-09	0.088576134	2.625267414	0.093014415	0.034218091
100	1	10	0.4	1.5e-09	5e-10	0.132979838	2.580993775	0.137288053	0.050505452
100	1	10	0.4	5e-10	1.5e-09	0.044251312	2.671003662	0.047278166	0.017392665
100	1	10	0.6	1e-09	1e-09	0.087486705	2.582710148	0.135571681	0.049874034
100	1	10	0.6	1.5e-09	5e-10	0.131389555	2.51964853	0.198633299	0.073073107
100	1	10	0.6	5e-10	1.5e-09	0.043694082	2.648838684	0.069443144	0.025546705
100	1	10	0.8	1e-09	1e-09	0.08636684	2.542604459	0.17567737	0.064628093
100	1	10	0.8	1.5e-09	5e-10	0.129748239	2.462661078	0.25562075	0.094037619
100	1	10	0.8	5e-10	1.5e-09	0.04312407	2.627630531	0.090651298	0.033348749
100	1	10	1	1e-09	1e-09	0.085222451	2.504815328	0.213466501	0.078529937
100	1	10	1	1.5e-09	5e-10	0.128066758	2.409681705	0.308600124	0.113527641
100	1	10	1	5e-10	1.5e-09	0.042543434	2.607355954	0.110925875	0.040807349
100	1	10	1.2	1e-09	1e-09	0.084058592	2.46921168	0.249070148	0.091627787
100	1	10	1.2	1.5e-09	5e-10	0.126354156	2.360388024	0.357893804	0.131661773
100	1	10	1.2	5e-10	1.5e-09	0.041954082	2.587989747	0.130292081	0.047931778
100	1	10	1.4	1e-09	1e-09	0.082879597	2.435667798	0.282614031	0.103967892
100	1	10	1.4	1.5e-09	5e-10	0.124617996	2.314484788	0.40379704	0.148548629
100	1	10	1.4	5e-10	1.5e-09	0.041357708	2.56950543	0.148776399	0.054731778
100	1	10	1.6	1e-09	1e-09	0.081689196	2.404064125	0.314217704	0.115594233
100	1	10	1.6	1.5e-09	5e-10	0.122864635	2.271702744	0.446579085	0.164287264
100	1	10	1.6	5e-10	1.5e-09	0.040755817	2.551875777	0.166406051	0.061217365
100	1	10	1.8	1e-09	1e-09	0.08049061	2.374287675	0.343994153	0.126548377
100	1	10	1.8	1.5e-09	5e-10	0.121099434	2.231796994	0.486484834	0.178967769
100	1	10	1.8	5e-10	1.5e-09	0.040149748	2.535073237	0.183208591	0.067398674
100	1	10	2	1e-09	1e-09	0.079286627	2.34623216	0.372049668	0.136869424
100	1	10	2	1.5e-09	5e-10	0.119326937	2.194545132	0.523736697	0.192671963
100	1	10	2	5e-10	1.5e-09	0.039540696	2.519070246	0.199211582	0.073285846
100	2	1	0.2	1e-09	1e-09	0.067587858	7.29050616	0.098549939	0.013337284
100	2	1	0.2	1.5e-09	5e-10	0.102756048	7.240259998	0.148796101	0.020137363
100	2	1	0.2	5e-10	1.5e-09	0.033344113	7.340106232	0.048949867	0.006624644
100	2	1	0.4	1e-09	1e-09	0.050329393	7.24323701	0.145819089	0.019734468
100	2	1	0.4	1.5e-09	5e-10	0.077466124	7.166976929	0.22207917	0.030055147
100	2	1	0.4	5e-10	1.5e-09	0.024529873	7.31725952	0.071796579	0.00971661
100	2	1	0.6	1e-09	1e-09	0.037370591	7.227009529	0.16204657	0.021930618
100	2	1	0.6	1.5e-09	5e-10	0.058184891	7.139799042	0.249257057	0.033733274
100	2	1	0.6	5e-10	1.5e-09	0.018010492	7.310061417	0.078994682	0.010690768
100	2	1	0.8	1e-09	1e-09	0.027679367	7.2289812	0.160074899	0.021663782
100	2	1	0.8	1.5e-09	5e-10	0.043564701	7.1402073	0.248848799	0.033678023
